Stf;Pos.;MaterialP;Objektkurztext;Menge;ME;R;Werk;LOrt;ZTP;Horiz;DMk;BeschArt;MArt;ArbPlatz;ÄndNr;EKG;SchGut
 4;0480;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,240;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72896;W90;X
 4;0517;500424303;HY-Naht 2 EN15085-3 CPC2 G199L;    0,240;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72896;W90;X
 4;0518;500425893;HY-Naht 3 EN15085-3 CPC2 G199L;    0,468;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72132;W90;X
 4;0519;500440393;HY-Naht 4 EN15085-3 CPC2 G199L;    2,118;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72896;W90;X
 4;0538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,062;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0545;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    1,278;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72896;W90;X
 3;0002;500540463;Stufenblech Trennwand kpl.;        1;ST;1;86;15;SP;200;PD;E;HALB;QA11;W-VIE001M;B30;
 4;0001;500541298;Stufenblech Fahrerstand;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0002;500328892;Schweissm.M6 DIN929-A4;       16;ST;;86;88;SP;001;ND;F;ROH;S4BS;72783;W09;X
 4;0381;500428238;Punktnaht für Schweißmutter EN15085-3;       16;ST;1;86;88;SP;001;PD;F;KBEI;S4BS;72783;W90;X
 4;0537;500424322;I-Naht 2 EN15085-3 CPC2 G199L;    0,046;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 3;0003;500532675;C-Saeule kpl. links;        1;ST;1;86;15;SP;200;PD;E;HALB;QA11;W-VIE001M;B30;
 4;0001;500541257;C Saeule li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0002;500541264;Rippe 4 Li C Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0003;500541262;Rippe 3 Li C Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0004;500541263;Rippe 3 Re C Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0005;500541261;Rippe 2 Li C Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0006;500541260;Rippe 1 C Saeule Li;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0007;500541258;Verbindungsblech Li C Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0008;500541259;Versteifungsrippe C Saeule Li;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0009;500398416;Gewindebolzen M6;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;X
 4;0010;500550927;Versteifungsblech 2 C-Saeule li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 4;0431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    1,141;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0461;500425895;V-Naht 3 EN15085-3 CPC2 G199L;    0,287;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0519;500440393;HY-Naht 4 EN15085-3 CPC2 G199L;    0,100;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,506;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0545;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,146;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0550;500426613;Dreiblechnaht 3 EN15085-3 CPC2 G199L;    0,490;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0551;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,136;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;;X
 3;0005;500532673;Fenstersaeule kpl. CM 1 links;        1;ST;1;86;15;SP;200;PD;E;HALB;QA11;W-VIE001M;B30;
 4;0001;500541241;Fenstersaeule li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0002;500541238;Rippe 2 Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0003;500544152;Rippe 2 Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0004;500541237;Rippe 1 Saeule;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 4;0005;500552438;Versteifungsblech 3 Fenstersl;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 4;0006;500551571;Befestigungswinkel li.;        4;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 4;0431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    0,816;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72508;W90;X
 4;0461;500425895;V-Naht 3 EN15085-3 CPC2 G199L;    0,136;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0480;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,056;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0537;500424322;I-Naht 2 EN15085-3 CPC2 G199L;    0,196;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,388;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0540;500424323;HY-Naht 1,5 EN15085-3 CPC2 G199L;    0,200;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0545;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,716;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 3;0006;500532674;Tuersaeule kpl. CM 1 rechts;        1;ST;1;86;15;SP;200;PD;E;HALB;QA11;W-VIE001M;B30;
 4;0001;500541252;Tuersaeule re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0002;500541253;Rippe 1 Tuersaeule Re;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0003;500551574;Rippe;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 4;0004;500551963;Rippe 1 Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 4;0005;500552030;U-Profil Tuersaeule KPL;        1;ST;1;86;15;SP;200;PD;E;HALB;S4BS;W-VIE001M;B30;
 5;0001;500541859;U-Profil Tuersaeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 5;0002;500206951;Schweissm.M8 DIN929-A4;        5;ST;;86;88;SP;001;ND;F;ROH;S4BS;71429;W09;X
 5;0381;500428238;Punktnaht für Schweißmutter EN15085-3;        5;ST;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0006;500541240;Versteifungsblech 2 Fenstersl;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0007;500551571;Befestigungswinkel li.;        3;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 4;0431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    1,092;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72508;W90;X
 4;0461;500425895;V-Naht 3 EN15085-3 CPC2 G199L;    0,136;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0480;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,056;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0537;500424322;I-Naht 2 EN15085-3 CPC2 G199L;    0,196;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,700;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0540;500424323;HY-Naht 1,5 EN15085-3 CPC2 G199L;    0,150;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0545;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,716;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 3;0007;500532676;C-Saeule kpl. rechts;        1;ST;1;86;15;SP;200;PD;E;HALB;QA11;W-VIE001M;B30;
 4;0001;500541268;C Saeule re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0002;500552034;Rippe C Saeule kpl.;        1;ST;1;86;15;SP;200;PD;E;HALB;S4BS;W-VIE001M;B30;
 5;0001;500541272;Rippe 4 Re C Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 5;0002;700027494;Schweissm.M8 DIN929-A2-70;        3;ST;;86;88;SP;001;ND;F;ROH;S4BS;71429;W09;X
 5;0381;500428238;Punktnaht für Schweißmutter EN15085-3;        3;ST;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0003;500541263;Rippe 3 Re C Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0004;500541262;Rippe 3 Li C Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0005;500544231;Rippe 2 RE C-Saeule CM1;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0006;500552019;Rippe 1 C Saeule Re kpl;        1;ST;1;86;15;SP;200;PD;E;HALB;S4BS;W-VIE001M;B30;
 5;0001;500541857;Rippe 1 C Saeule re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 5;0002;700027494;Schweissm.M8 DIN929-A2-70;        2;ST;;86;88;SP;001;ND;F;ROH;S4BS;71429;W09;X
 5;0381;500428238;Punktnaht für Schweißmutter EN15085-3;        2;ST;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0007;500541269;Verbindungsblech re. C Saeule;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0008;500541270;Versteifungsrippe C Saeule Re;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0009;500552018;Rippe Tuer oben KPL;        1;ST;1;86;15;SP;200;PD;E;HALB;S4BS;W-VIE001M;B30;
 5;0001;500541256;Rippe Tuer oben;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 5;0002;700027494;Schweissm.M8 DIN929-A2-70;        3;ST;;86;88;SP;001;ND;F;ROH;S4BS;71429;W09;X
 5;0381;500428238;Punktnaht für Schweißmutter EN15085-3;        3;ST;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0010;500541273;Konsole Windfang oben;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0011;500541274;Konsole Windfang unten;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0013;500541275;Konsole Schwenkhebel;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0014;500398416;Gewindebolzen M6;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;X
 4;0015;500551778;Rippe Tuersaeule;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 4;0016;500550928;Versteifungsblech 2 C-Saeule re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 4;0431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    1,675;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,676;M;1;86;88;SP;001;PD;F;KBEI;S4BS;75952;W90;X
 4;0461;500425895;V-Naht 3 EN15085-3 CPC2 G199L;    0,301;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0519;500440393;HY-Naht 4 EN15085-3 CPC2 G199L;    0,159;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,701;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0545;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,146;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0550;500426613;Dreiblechnaht 3 EN15085-3 CPC2 G199L;    0,477;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0551;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,136;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;;X
 3;0008;500540461;Seitenteil kpl. CM1;        1;ST;1;86;15;SP;200;PD;E;HALB;QA11;W-VIE001M;B30;
 4;0001;500542891;Seitenblech CM1;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0002;500542066;U-Profil Seitenteil oben;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    1,520;M;1;86;88;SP;001;PD;F;KBEI;S4BS;73803;W90;X
 4;0537;500424322;I-Naht 2 EN15085-3 CPC2 G199L;    0,194;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 3;0009;500532672;Dach CM1;        1;ST;1;86;15;SP;200;PD;E;HALB;QA11;W-VIE001M;;
 4;0001;500550210;Dachlaengstraeger CM1 re. kpl.;        1;ST;1;86;15;SP;200;PD;E;HALB;S4BS;W-VIE001M;B30;
 5;0001;500540136;Dachlaengstraeger CM1 re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0002;500540138;Abdeckblech Endkonsole re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0003;500540139;Frontblech Endkonsole re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0004;500540137;Endkonsole re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0005;500539872;Eckversteifung re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0006;500540135;Rippe re.;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0007;500540134;Rippe re.;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0008;500545490;Rippe Dach re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0009;500540141;Eckkonsole 2 re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0010;500539875;Rippe Bugrohr li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0011;500540140;Eckkonsole 1 re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0012;500540142;U-Profil re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0014;500550917;Versteifungsblech 1 Fenstersl re.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    3,498;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0433;500440368;Kehlnaht a4 EN15085-3 CPC2 G199L;    0,566;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,385;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0444;500440149;Kehlnaht z5 EN15085-3 CPC2 G199L;    0,112;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    1,821;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0451;500424386;Doppel-KN a3 EN15085-3 CPC2 G199L;    0,179;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0480;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,112;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0517;500424303;HY-Naht 2 EN15085-3 CPC2 G199L;    0,282;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0518;500425893;HY-Naht 3 EN15085-3 CPC2 G199L;    0,253;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0519;500440393;HY-Naht 4 EN15085-3 CPC2 G199L;    0,091;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0520;500425894;HY-Naht 5 EN15085-3 CPC2 G199L;    0,825;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,651;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0545;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,968;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 4;0002;500550119;Dachlaengstraeger CM1 li. kpl.;        1;ST;1;86;15;SP;200;PD;E;HALB;S4BS;W-VIE001M;B30;
 5;0001;500539856;Dachlaengstraeger CM1 li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0002;500539858;Abdeckblech Endkonsole li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0003;500539859;Frontblech Endkonsole li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0004;500539857;Endkonsole li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0005;500541900;Eckversteifung li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0006;500556468;Rippe li.;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;71975;W05;
 5;0007;500556467;Rippe li.;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;71975;W05;
 5;0008;500545491;Rippe Dach li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0009;500539871;Eckkonsole 2 li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0010;500539875;Rippe Bugrohr li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0011;500539870;Eckkonsole 1 li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0012;500539873;U-Profil li.;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0014;500541239;Versteifungsblech 1 Fenstersl;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 5;0015;500556483;Winkel;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71975;W05;
 5;0431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    3,502;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0433;500440368;Kehlnaht a4 EN15085-3 CPC2 G199L;    0,566;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,473;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71975;W90;X
 5;0444;500440149;Kehlnaht z5 EN15085-3 CPC2 G199L;    0,112;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    1,821;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0451;500424386;Doppel-KN a3 EN15085-3 CPC2 G199L;    0,179;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0480;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,112;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0517;500424303;HY-Naht 2 EN15085-3 CPC2 G199L;    0,282;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0518;500425893;HY-Naht 3 EN15085-3 CPC2 G199L;    0,253;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0519;500440393;HY-Naht 4 EN15085-3 CPC2 G199L;    0,095;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 5;0520;500425894;HY-Naht 5 EN15085-3 CPC2 G199L;    0,825;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0538;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,651;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 5;0545;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,968;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72876;W90;X
 4;0003;500552031;Dachquerstrebe CM1 kpl.;        1;ST;1;86;15;SP;200;PD;E;HALB;S4BS;W-VIE001M;B30;
 5;0001;500541902;Dachquerstrebe CM1;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71429;W05;
 5;0002;700027494;Schweissm.M8 DIN929-A2-70;        4;ST;;86;88;SP;001;ND;F;ROH;S4BS;71429;W09;X
 5;0381;500428238;Punktnaht für Schweißmutter EN15085-3;        4;ST;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0004;500541907;Dachquerstrebe Trennwand CM;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0005;500541906;Dachblech CM;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0006;500541904;Dachquertraeger 2 CM;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0007;500541903;Dachquertraeger 1 CM;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0009;500543315;C-Schiene 32x18x3x1150 WOERTZ;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0010;500546248;Kurbeldurchfuehrung kpl;        1;ST;1;86;15;SP;200;PD;E;HALB;S4BS;W-VIE001M;B30;
 5;0001;500546249;Rohr;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 5;0002;500546251;Flansch;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 5;0431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    0,126;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0014;500551189;Geraetetraeger kpl.;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 4;0015;500551200;Geraetetraeger;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;71428;W05;
 4;0016;700027496;Schweissm.M6 DIN929-A2-70;        4;ST;;86;88;SP;001;ND;F;ROH;S4BS;71428;W09;X
 4;0017;500452716;Blindnietm.M6 34398060624:Böllhoff;        2;ST;;86;88;SP;001;ND;F;ROH;S4BS;71428;W09;X
 4;0018;500547614;C-Schiene 40x24x3x80;        8;ST;;86;88;SP;001;PD;F;ROH;S4BS;71614;W05;
 4;0019;500545492;C-Schiene 40x24x3x1498;        2;ST;;86;88;SP;001;PD;F;ROH;S4BS;71614;W05;
 4;0381;500428238;Punktnaht für Schweißmutter EN15085-3;        4;ST;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 4;0431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    2,166;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72765;W90;X
 4;0442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    2,976;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72765;W90;X
 4;0450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,649;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72765;W90;X
 4;0480;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,882;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72896;W90;X
 4;0517;500424303;HY-Naht 2 EN15085-3 CPC2 G199L;    9,152;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72765;W90;X
 4;0540;500424323;HY-Naht 1,5 EN15085-3 CPC2 G199L;    0,117;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71428;W90;X
 4;0542;500426700;Kehlnaht z1,5 EN15085-3 CPC2 G199L;    4,554;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72765;W90;X
 4;0545;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,408;M;1;86;88;SP;001;PD;F;KBEI;S4BS;72896;W90;X
 4;0551;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,300;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;;X
 3;0010;500541757;Bugrohr re.;        1;ST;1;86;15;SP;001;PD;F;ROH;QA11;W-VIE001M;W02;
 3;0011;500541758;Bugrohr li.;        1;ST;1;86;15;SP;001;PD;F;ROH;QA11;W-VIE001M;W02;
 3;0012;500541738;Klebeauflage Frontfenster kpl.;        1;ST;1;86;15;SP;200;PD;E;HALB;QA11;W-VIE001M;B30;
 4;0001;500541374;Auflage GFK Haube 3;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0002;500543973;Abflussstutzen;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0003;500541376;Auflage GFK Haube 4;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0004;500541345;Auflage GFK Haube 1;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0005;500541395;Auflage GFK Haube 5;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0006;500541854;Klebeauflage Frontfenster re. CM;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0007;500541392;Klebeauflage Frontfenster li. CM;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0008;500541365;Quertraeger Innendecke;        1;ST;;86;88;SP;001;PD;F;ROH;S4BS;W-VIE001M;W05;
 4;0010;500249420;Bolzen PTM8x16 ISO13918-A2-50;       12;ST;;86;88;SP;001;ND;F;ROH;S4BS;71429;W09;X
 4;0431;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    1,855;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
 4;0442;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,022;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0450;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,032;M;1;86;88;SP;001;PD;F;KBEI;S4BS;W-VIE001M;W90;X
 4;0537;500424322;I-Naht 2 EN15085-3 CPC2 G199L;    0,066;M;1;86;88;SP;001;PD;F;KBEI;S4BS;71429;W90;X
